INFO | Function: main | 02/17/2022 11:48:19: ------------------- New Execution ----------------
WARNING | Function: reload_page | 02/17/2022 11:50:14: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: first_start | 02/17/2022 11:50:45: Bot (Principal):  Exiting start function..
INFO | Function: first_start | 02/17/2022 11:50:49: Bot (SPACE2):  First start function..
INFO | Function: continue_fighting | 02/17/2022 11:50:49: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 11:50:49: Bot (SPACE2):  [Work] Calling send ships to fight function..
WARNING | Function: reload_page | 02/17/2022 11:50:50: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: first_start | 02/17/2022 11:51:19: Bot (SPACE2):  Exiting start function..
INFO | Function: connect_wallet | 02/17/2022 11:51:22: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 11:51:27: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 11:51:27: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:51:28: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:51:34: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:51:34: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:51:34: Checking if game has any erros or crash..
WARNING | Function: skip_error_on_game | 02/17/2022 11:51:36: Bot (Principal):  Error on game, check screenshot image to find it..
WARNING | Function: reload_page | 02/17/2022 11:51:36: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/17/2022 11:52:07: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 11:52:12: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 11:52:13: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:52:13: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 11:52:23: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 11:52:30: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/17/2022 11:52:35: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:52:35: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:52:35: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:52:38: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 11:52:43: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 11:52:44: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:52:44: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 11:52:54: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 11:53:01: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/17/2022 11:53:06: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:53:06: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:53:07: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:53:10: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:53:10: Checking if needs to play game..
INFO | Function: play_game | 02/17/2022 11:53:15: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/17/2022 11:53:25: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 11:53:31: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/17/2022 11:54:29: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 11:54:34: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/17/2022 11:54:38: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/17/2022 11:54:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:54:47: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:54:47: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:54:48: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:54:50: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:54:51: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:54:51: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:54:57: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:54:58: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:54:58: Checking if game has any erros or crash..
WARNING | Function: skip_error_on_game | 02/17/2022 11:55:00: Bot (Principal):  Error on game, check screenshot image to find it..
WARNING | Function: reload_page | 02/17/2022 11:55:00: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: refresh_game | 02/17/2022 11:55:26: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 11:55:29: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 11:55:34: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 11:55:35: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:55:35: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 11:55:44: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 11:55:52: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/17/2022 11:55:56: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:55:57: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:55:57: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 11:55:57: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 11:56:00: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:56:00: Checking if needs to play game..
INFO | Function: play_game | 02/17/2022 11:56:05: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/17/2022 11:56:13: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 11:56:19: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 11:57:15: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 11:58:01: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 11:58:05: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/17/2022 11:58:09: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/17/2022 11:58:12: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:58:19: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:58:19: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:58:19: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:58:22: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:58:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:58:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:58:29: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:58:29: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:58:30: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:58:33: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:58:33: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:58:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:58:40: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:58:42: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:58:42: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:58:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:58:46: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:58:46: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:58:52: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:58:52: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:58:52: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:58:56: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:58:56: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:58:56: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:59:03: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:59:03: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:59:03: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:59:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:59:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:59:07: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:59:14: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:59:14: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:59:14: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:59:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:59:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:59:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:59:25: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:59:26: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:59:26: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:59:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:59:30: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:59:30: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:59:37: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:59:39: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:59:39: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:59:42: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:59:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:59:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 11:59:49: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 11:59:49: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 11:59:50: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 11:59:53: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 11:59:53: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 11:59:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:00: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:01: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:01: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:00:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:00:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:00:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:11: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:13: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:13: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 12:00:14: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 12:00:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:00:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:00:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:24: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:25: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:26: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 12:00:26: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 12:00:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:00:29: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:00:29: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:35: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:36: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:36: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:00:39: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:00:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:00:39: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:46: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:46: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:46: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:00:49: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:00:49: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:00:50: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:00:56: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:00:56: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:00:57: Checking if game has any erros or crash..
WARNING | Function: skip_error_on_game | 02/17/2022 12:00:58: Bot (Principal):  Error on game, check screenshot image to find it..
WARNING | Function: reload_page | 02/17/2022 12:00:58: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/17/2022 12:01:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:01:29: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:01:30: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:01:37: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:01:38: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:01:38: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:01:41: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 12:01:46: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 12:01:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:01:47: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 12:01:57: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 12:02:05: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/17/2022 12:02:10: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:02:11: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:02:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:02:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:02:14: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:02:14: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:02:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:02:22: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:02:22: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:02:25: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:02:25: Checking if needs to play game..
INFO | Function: play_game | 02/17/2022 12:02:30: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/17/2022 12:02:39: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 12:02:46: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 12:03:39: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 12:04:24: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 12:04:29: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: login_metamask | 02/17/2022 12:04:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:04:40: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:04:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:04:42: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:04:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:04:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:04:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:04:51: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:04:53: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 12:04:53: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 12:04:59: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 12:05:37: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 12:07:28: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 12:07:33: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/17/2022 12:07:36: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 12:07:36: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 12:07:40: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:07:40: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:07:40: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:07:47: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:07:47: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:07:47: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 12:07:48: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 12:07:51: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:07:51: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:07:51: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:07:57: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:07:57: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:07:57: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:01: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:01: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:02: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:08:09: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:08:09: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:08:09: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:12: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:12: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:12: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:08:19: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:08:19: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:08:19: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:23: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:08:30: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:08:31: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:08:32: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:35: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:35: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:35: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:08:42: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:08:42: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:08:42: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:08:52: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:08:52: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:08:52: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:08:56: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:08:56: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:08:56: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:09:03: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:09:04: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:09:04: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:09:08: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:09:08: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:09:08: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:09:15: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:09:15: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:09:15: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 12:09:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 12:09:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 12:09:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 12:09:25: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 12:09:26: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 12:09:26: Checking if game has any erros or crash..
