INFO | Function: new_map | 02/18/2022 00:00:04: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: connect_wallet | 02/18/2022 00:06:23: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:06:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:06:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:06:29: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:06:30: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:06:30: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:06:33: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:06:34: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:06:34: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:06:41: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:06:41: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:06:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:06:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:06:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:06:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:06:52: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:06:53: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:06:53: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:06:56: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:06:56: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:06:56: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:07:03: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:07:03: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:07:03: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:07:04: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 00:07:07: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:07:07: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:07:07: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:07:14: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:07:16: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:07:16: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:07:16: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 00:07:19: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:07:19: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:07:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:07:26: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:07:26: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:07:26: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:07:30: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:07:30: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:07:30: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:07:38: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:07:38: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:07:38: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:07:41: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:07:41: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:07:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:07:49: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:07:49: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/18/2022 00:07:49: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:07:56: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/18/2022 00:09:05: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:09:10: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/18/2022 00:09:14: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:09:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:09:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:09:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:09:24: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:09:24: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/18/2022 00:09:24: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:09:30: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/18/2022 00:10:06: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/18/2022 00:10:51: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:10:56: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:03: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:03: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:03: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:11:10: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:11:10: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:10: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:14: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:14: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:11:21: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:11:21: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:21: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:25: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:25: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:25: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:11:32: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:11:32: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:32: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:36: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:36: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:36: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:11:43: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:11:43: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:43: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:46: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:47: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:11:54: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:11:55: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:11:55: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:11:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:11:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:11:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:12:05: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:12:05: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:12:05: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:12:05: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: send_ships_to_fight | 02/18/2022 00:12:06: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:12:11: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/18/2022 00:12:32: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:12:37: Bot (Principal):  Fight boss game mode clicked..
WARNING | Function: reload_page | 02/18/2022 00:12:41: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/18/2022 00:13:12: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:13:12: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:13:13: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:13:19: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:13:19: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:13:19: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:13:20: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: send_ships_to_fight | 02/18/2022 00:13:20: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:13:26: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/18/2022 00:14:22: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/18/2022 00:18:14: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:18:19: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/18/2022 00:18:23: Bot (SPACE2):  Confirm buttom clicked..
WARNING | Function: reload_page | 02/18/2022 00:18:26: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/18/2022 00:19:00: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/18/2022 00:19:05: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/18/2022 00:19:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:19:06: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/18/2022 00:19:17: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/18/2022 00:19:25: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/18/2022 00:19:30: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:19:30: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:19:30: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:19:33: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/18/2022 00:19:38: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/18/2022 00:19:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:19:40: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/18/2022 00:19:50: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/18/2022 00:19:58: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/18/2022 00:20:02: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:20:02: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:20:02: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:20:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:20:06: Checking if needs to play game..
INFO | Function: play_game | 02/18/2022 00:20:11: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/18/2022 00:20:19: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:20:26: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/18/2022 00:21:23: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/18/2022 00:22:12: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:22:16: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/18/2022 00:22:20: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/18/2022 00:22:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:22:30: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:22:30: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:22:30: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:22:31: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 00:22:34: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:22:34: Checking if needs to play game..
INFO | Function: play_game | 02/18/2022 00:22:39: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/18/2022 00:22:48: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 00:22:53: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/18/2022 00:23:25: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/18/2022 00:24:11: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 00:24:16: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/18/2022 00:24:20: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/18/2022 00:24:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:24:29: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:24:29: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:24:29: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 00:24:30: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 00:24:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:24:33: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:24:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:24:40: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:24:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:24:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:24:44: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:24:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:24:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:24:51: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:24:53: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:24:53: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:24:57: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:24:57: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:24:57: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:25:04: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:25:04: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:25:05: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:25:08: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:25:08: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:25:09: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:25:16: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:25:16: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:25:16: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 00:25:19: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 00:25:19: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 00:25:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 00:25:26: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 00:25:28: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 00:25:28: Checking if game has any erros or crash..
